ID,Place,Name,Distance
8421524,bar,Las Tablas,1.394
8421524,gym,LA Fitness,1.548
8421524,movie_theater,Landmarks Century Centre Cinema,1.590
8421525,hospital,Mount Sinai Hospital,0.270
8421525,doctor,Dr. Robert T. Rosman MD,1.810
8421525,school,Collins Academy,0.896
8421525,bicycle_store,Working Bikes,1.606
8421525,doctor,Orthopedics,1.799
8421525,doctor,Dr. Roger A. Lichtenbaum MD,1.810
8421529,lodging,BEST WESTERN PLUS Hawthorne Terrace,0.305
8421529,lodging,The Willows Hotel,1.123
8421529,hardware_store,The Home Depot,1.340
8421529,gym,LA Fitness,1.091
8421529,bar,Las Tablas,1.410
8421529,bar,Rockit Burger Bar,1.001
8421532,parking,Harbor Point,1.066
8421532,lodging,The Alise Chicago - A Staypineapple Hotel,0.268
8421532,lodging,JW Marriott Chicago,0.534
8421532,lodging,Renaissance Chicago Downtown Hotel,0.614
8421532,lodging,Hotel Blake an Ascend Hotel Collection Member,0.653
8421532,spa,Fairmont Chicago Millennium Park,0.759
8421535,lodging,City Suites Chicago,0.812
8421535,lodging,The Willows Hotel,1.753
8421535,electronics_store,Chicago Music Exchange,1.297
8421535,lodging,Wrigley Hostel - Chicago,0.150
8421535,hardware_store,The Home Depot,1.845
8421535,gym,LA Fitness,1.677
8421537,lodging,Super 8,0.661
8421537,department_store,Marshalls,0.224
8421537,hospital,Presence Saint Francis Hospital,1.293
8421537,doctor,David Spindel M.D.,1.320
8421537,doctor,Schreiber Gary J MD,1.318
8421537,doctor,Halstuk Kevin S MD,1.279
8421538,university,Kennedy-King College,1.180
8421538,restaurant,Subway Restaurants,1.488
8421538,doctor,St Bernard Hospital & Health: Kurian George C MD,1.653
8421538,church,Back to God Christian Reformed Church,1.040
8421538,bar,King Grill & Grocery Inc,1.252
8421538,restaurant,Long Tung Chinese Restaurant,1.455
8421540,university,Kennedy-King College,1.642
8421540,car_repair,Metro Ford Sales and Service,1.832
8421540,convenience_store,Walgreens,1.944
8421540,point_of_interest,Gough & Bros,1.425
8421540,funeral_home,Burton Funeral Home,1.037
8421540,grocery_or_supermarket,Food 4 Less,0.725
8421550,hospital,Swedish Covenant Hospital,1.718
8421550,hardware_store,The Home Depot,1.653
8421550,restaurant,San Soo Gab San,1.533
8421550,restaurant,Sabri Nihari Restaurant,0.844
8421550,bakery,Argo Georgian Bakery,0.905
8421550,pharmacy,CVS Pharmacy,1.054
8421554,shopping_mall,Harlem Irving Plaza,1.640
8421554,electronics_store,Best Buy,1.638
8421554,church,St Celestine Catholic Church,1.315
8421554,furniture_store,Dollar Tree,1.561
8421554,pharmacy,CVS Pharmacy,1.475
8421554,point_of_interest,Hanging Gardens Banquet Rooms,1.448
8421558,school,Lane Tech College Prep High School,1.175
8421558,department_store,Target,0.862
8421558,hardware_store,Menards,1.025
8421558,department_store,Marshalls,1.454
8421558,gym,Midtown Athletic Club,1.266
8421558,point_of_interest,WGN-TV,1.530
8421560,department_store,Target,0.527
8421560,bakery,Dat Donut,0.201
8421560,restaurant,Subway Restaurants,1.439
8421560,bank,Citibank,1.526
8421560,shoe_store,The Childrens Place,0.748
8421560,restaurant,Subway Restaurants,0.772
8421570,movie_theater,AMC Galewood Crossings 14,1.065
8421570,meal_takeaway,Little Caesars Pizza,1.331
8421570,restaurant,Kim Long Chinese Restaurant,0.454
8421570,night_club,Stereo Nightclub,0.939
8421570,restaurant,Subway Restaurants,0.294
8421570,local_government_office,Chicago Diversey Express Illinois Secretary of State Facility,1.555
8421572,hospital,West Suburban Hospital Medical Center,1.186
8421572,school,Austin College and Career Academy,0.775
8421572,doctor,West Suburban Med Center: Slasuraitis Andrea N MD,1.168
8421572,doctor,West Suburban Medical Center: Morris Arthur M MD,1.168
8421572,doctor,Dr. Wendy L. Foster MD,1.168
8421572,restaurant,MacArthurs Restaurant,1.280
8421573,local_government_office,Chicago West Illinois Secretary of State Facility,1.845
8421573,school,Howe Elementary School,1.278
8421573,doctor,Dr. Kathleen E. Mcdonough MD,1.072
8421573,point_of_interest,Change of Life Foundation,1.476
8421573,church,United Faith Tabernacle Baptist Church,0.407
8421573,point_of_interest,Chicago Mattress Co,1.633
8421579,lodging,Chinatown Hotel,1.147
8421579,bar,Holiday Inn & Suites Chicago-Downtown,1.988
8421579,gym,LA Fitness,1.429
8421579,grocery_or_supermarket,Whole Foods Market,1.356
8421579,bar,Reggies Chicago,1.536
8421579,shoe_store,LOFT,1.498
8421580,lodging,IHSP Chicago Hostel,0.083
8421580,lodging,Holiday Jones Chicago Hostel,1.014
8421580,cafe,The Wormhole Coffee,0.297
8421580,bar,Ada Street,1.214
8421580,grocery_or_supermarket,Jewel-Osco,0.757
8421580,bar,Lotties Pub,0.598
8421583,lodging,Chinatown Hotel,1.787
8421583,bar,Lalos on maxwell,0.901
8421583,grocery_or_supermarket,Jewel-Osco,1.576
8421583,meal_delivery,MingHin Cuisine,1.577
8421583,library,UIC Richard J. Daley Library,1.553
8421583,restaurant,Jasons Deli,1.337
8421588,lodging,Urban Holiday Lofts Chicago Hostel,1.060
8421588,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.389
8421588,restaurant,Ramen Wasabi,0.297
8421588,department_store,Marshalls,1.526
8421588,restaurant,Mindy’s HotChocolate,1.047
8421588,bar,Piece Brewery,1.334
8421589,point_of_interest,The Urban Canopy,1.179
8421589,point_of_interest,Megabus.com,1.423
8421589,school,John Hope Community Academy,1.409
8421589,convenience_store,Walgreens,1.110
8421589,travel_agency,Chicago Trolley & Double Decker Co,1.424
8421589,store,For Your Consciousness,1.490
8421591,parking,Harbor Point,1.132
8421591,lodging,The Alise Chicago - A Staypineapple Hotel,0.284
8421591,lodging,JW Marriott Chicago,0.468
8421591,lodging,theWit Chicago - a DoubleTree by Hilton Hotel,0.613
8421591,lodging,Renaissance Chicago Downtown Hotel,0.639
8421591,lodging,Travelodge by Wyndham Downtown Chicago,0.712
8421593,department_store,Target,0.515
8421593,bar,Kumas Corner,1.021
8421593,bar,Honey Butter Fried Chicken,0.636
8421593,bowling_alley,Waveland Bowl,1.632
8421593,restaurant,Fat Rice,1.705
8421593,bank,BMO Harris Bank,0.646
8421595,point_of_interest,The Urban Canopy,1.566
8421595,point_of_interest,Plant Chicago,1.567
8421595,meal_takeaway,Little Caesars Pizza,1.399
8421595,restaurant,Subway Restaurants,1.774
8421595,clothing_store,Big & Tall-Century Fashions,1.525
8421595,restaurant,Subway Restaurants,0.684
8421597,storage,East Bank Storage - 35th Street,0.676
8421597,bar,Marias Packaged Goods and Community Bar,0.652
8421597,university,Illinois Institute of Technology,1.806
8421597,point_of_interest,S. R. Crown Hall,1.766
8421597,point_of_interest,Lunar Media,0.690
8421597,health,TFS Solutions Group LLC,0.690
8421598,lodging,IHSP Chicago Hostel,1.568
8421598,hardware_store,The Home Depot,1.442
8421598,furniture_store,Salvage One,1.233
8421598,cafe,The Wormhole Coffee,1.188
8421598,bar,Bottom Lounge,1.653
8421598,meal_delivery,Yu Choy Chinese Restaurant,0.301
8421599,bar,Honky Tonk BBQ,1.337
8421599,museum,National Museum of Mexican Art,0.227
8421599,hospital,University of Illinois Hospital & Health Sciences System,1.700
8421599,bicycle_store,Working Bikes,1.383
8421599,doctor,Dr. Roger A. Lichtenbaum MD,1.641
8421599,restaurant,EL ideas,1.569
8421603,parking,Harbor Point,1.527
8421603,lodging,Hotel Felix,0.201
8421603,lodging,Hilton Garden Inn Chicago Downtown Magnificent Mile,0.253
8421603,lodging,Hampton Inn & Suites Chicago-Downtown,0.323
8421603,lodging,Kimpton Hotel Palomar Chicago,0.351
8421603,lodging,Chicago Marriott Downtown Magnificent Mile,0.435
8421604,parking,Harbor Point,1.693
8421604,lodging,Best Western River North Hotel,0.212
8421604,lodging,Holiday Inn Express Chicago - Magnificent Mile,0.388
8421604,lodging,Hampton Inn & Suites Chicago-Downtown,0.424
8421604,lodging,Kimpton Hotel Palomar Chicago,0.508
8421604,lodging,Courtyard by Marriott Chicago Downtown River North,0.539
8421605,home_goods_store,The Container Store,0.979
8421605,grocery_or_supermarket,Whole Foods Market,0.705
8421605,bakery,Hoosier Mama Pie Company,1.314
8421605,bar,Sullys House,0.824
8421605,electronics_store,Apple Lincoln Park,1.035
8421605,clothing_store,Moosejaw,1.473
8421608,lodging,Urban Holiday Lofts Chicago Hostel,1.209
8421608,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.305
8421608,restaurant,Ramen Wasabi,0.147
8421608,department_store,Marshalls,1.574
8421608,cafe,The Wormhole Coffee,1.715
8421608,home_goods_store,JOANN Fabrics and Crafts,1.449
8421614,hardware_store,The Home Depot,1.519
8421614,point_of_interest,Neal F Simeon Vocational High,0.547
8421614,hardware_store,Lowes Home Improvement,1.087
8421614,department_store,Marshalls,1.531
8421614,school,Lenart Elementary Regional Gifted Center,0.700
8421614,convenience_store,Vincennes Food Mart,0.045
8421621,library,Olive-Harvey College,1.248
8421621,lodging,Pullman Guest House,1.373
8421621,point_of_interest,Project Fame Upward Bound,1.783
8421621,convenience_store,Walgreens,1.573
8421621,doctor,Prentiss Taylor M.D.,0.992
8421621,food,Dabecca Natural Foods,0.491
8421626,storage,East Bank Storage - 35th Street,0.828
8421626,bar,Marias Packaged Goods and Community Bar,0.998
8421626,clothing_store,Party City,1.537
8421626,point_of_interest,Chicago White Sox,0.989
8421626,point_of_interest,Lunar Media,0.839
8421626,health,TFS Solutions Group LLC,0.839
8421627,hardware_store,The Home Depot,1.350
8421627,point_of_interest,Neal F Simeon Vocational High,0.929
8421627,post_office,United States Post Office - AuburnPk. Station,1.463
8421627,store,Burlington,1.795
8421627,school,Dudley Beauty College,0.373
8421627,school,Lenart Elementary Regional Gifted Center,1.506
8421630,point_of_interest,The Urban Canopy,1.665
8421630,school,Lindblom Math and Science Academy,1.681
8421630,restaurant,Subway Restaurants,1.088
8421630,car_repair,Pep Boys Auto Parts & Service,1.806
8421630,store,For Your Consciousness,0.596
8421630,electronics_store,Comcast Service Center,1.504
8421631,park,Garfield Park Conservatory,1.398
8421631,school,Orr Academy High School,1.641
8421631,school,Raby High School,1.495
8421631,restaurant,Subway Restaurants,1.534
8421631,point_of_interest,Collins House,1.461
8421631,school,Flower Career Academy High School,1.517
8421634,point_of_interest,The Enrico Fermi Institute,0.840
8421634,doctor,University of Chicago Med Center: Pannain Silvana MD,0.371
8421634,cafe,Ex Libris Cafe,0.950
8421634,museum,Frederick C. Robie House,1.057
8421634,doctor,University-Chicago Physicians,0.371
8421634,doctor,University of Chicago Med Center: Reutrakul Sirimon MD,0.371
8421640,hospital,Norwegian American Hospital,1.624
8421640,school,Westinghouse College Prep High School,0.555
8421640,bank,BMO Harris Bank,1.337
8421640,school,Jacob Beidler Elementary School,0.963
8421640,school,Orr Academy High School,1.105
8421640,school,Polaris Charter Academy,0.495
8421644,parking,Harbor Point,1.579
8421644,lodging,Central Loop Hotel,0.150
8421644,point_of_interest,The Buckingham Athletic Club,0.417
8421644,lodging,The Alise Chicago - A Staypineapple Hotel,0.562
8421644,bar,Holiday Inn & Suites Chicago-Downtown,0.772
8421644,lodging,theWit Chicago - a DoubleTree by Hilton Hotel,0.857
8421646,hospital,Norwegian American Hospital,1.573
8421646,meal_takeaway,Little Caesars Pizza,0.190
8421646,meal_delivery,Papa Johns Pizza,1.605
8421646,bar,Revolution Brewing - Brewpub,1.976
8421646,bar,Burlington Bar,1.611
8421646,restaurant,Dantes Pizzeria,1.183
8421653,lodging,Inn at Lincoln Park,0.389
8421653,lodging,City Suites Chicago,1.486
8421653,hardware_store,The Home Depot,0.650
8421653,gym,LA Fitness,0.598
8421653,movie_theater,Landmarks Century Centre Cinema,0.551
8421653,lodging,Majestic Hotel,1.982
8421654,lodging,Chicago Getaway Hostel,0.383
8421654,lodging,Hotel Lincoln,1.516
8421654,hardware_store,The Home Depot,0.746
8421654,gym,LA Fitness,0.752
8421654,department_store,Marshalls,1.388
8421654,bar,Nori Sushi Lincoln Park,1.197
8421655,school,George Washington High School,1.018
8421655,grocery_or_supermarket,ALDI,1.508
8421655,school,St. Francis de Sales High School,1.640
8421655,dentist,Family Dental Care - East Side Chicago,1.234
8421655,department_store,T.J. Maxx,1.654
8421655,car_repair,South Shore Recycling,1.323
8421657,church,St Kevin Catholic Church,0.629
8421657,point_of_interest,Arro Corporation,0.906
8421657,moving_company,Advantage Structures,0.644
8421657,point_of_interest,Chicago Rail Link LLC,0.934
8421657,point_of_interest,Canadian Pacific Railway,0.952
8421657,point_of_interest,Pullman Innovations,1.518
8421659,school,Marshall Metropolitan High School,1.729
8421659,hospital,RML Specialty Hospital,1.119
8421659,grocery_or_supermarket,ALDI,1.195
8421659,general_contractor,Cabo Construction Corporation,1.120
8421659,point_of_interest,Hope House of Chicago,0.839
8421659,point_of_interest,Collins House,0.234
8421660,beauty_salon,Chicago South Loop Hotel,0.533
8421660,lodging,The Wheeler Mansion,1.591
8421660,bar,nana,1.585
8421660,bar,Acadia,1.666
8421660,bar,Marias Packaged Goods and Community Bar,1.649
8421660,restaurant,Cai,1.014
8421666,lodging,Hotel Lincoln,1.239
8421666,lodging,Thompson Chicago,1.844
8421666,spa,Waldorf Astoria,1.932
8421666,electronics_store,Best Buy,0.726
8421666,store,Petco Animal Supplies,1.345
8421666,point_of_interest,Park West,1.320
8421674,hospital,Norwegian American Hospital,1.257
8421674,bakery,Bang Bang Pie & Biscuits,1.347
8421674,point_of_interest,Concord Music Hall,1.754
8421674,bar,Rosas Lounge,0.919
8421674,cafe,Cafe Mustache,1.688
8421674,bar,The Whistler,1.791
8421678,lodging,Urban Holiday Lofts Chicago Hostel,0.420
8421678,lodging,Holiday Jones Chicago Hostel,1.639
8421678,hardware_store,The Home Depot,1.249
8421678,department_store,Marshalls,1.119
8421678,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.737
8421678,gym,Midtown Athletic Club,1.034
8421683,lodging,Majestic Hotel,0.832
8421683,lodging,Wrigley Hostel - Chicago,1.259
8421683,doctor,Dr. Bhagwan D. Jain MD,0.479
8421683,bar,Chicago Diner,1.248
8421683,gym,Lakeview Athletic Club,1.601
8421683,doctor,Dr. Kirk Kittikamron DO,1.368
8421684,point_of_interest,Admiral Theatre,1.718
8421684,restaurant,Isla Pilipina Restaurant,1.434
8421684,hospital,Kindred Hospital Chicago North,1.217
8421684,doctor,Bowersox Keith Md - Northern Il Cardiovascular,1.511
8421684,point_of_interest,Old Town School of Folk Music,1.784
8421684,art_gallery,DANK Haus German American Cultural Center,1.613
8421685,bar,Revolution Brewing - Brewpub,1.497
8421685,restaurant,Longman & Eagle,1.250
8421685,restaurant,Fat Rice,1.660
8421685,bar,The Owl,1.215
8421685,meal_takeaway,Little Caesars Pizza,1.290
8421685,bar,The Boiler Room,1.535
8421686,school,Thomas Kelly High School,0.267
8421686,bank,BMO Harris Bank,1.171
8421686,restaurant,Subway Restaurants,0.815
8421686,grocery_or_supermarket,Jewel-Osco,1.720
8421686,gym,Sam Colonna Boxing MMA and Fitness,1.770
8421686,church,St Johns Polish National Church,0.890
8421690,university,Kennedy-King College,1.628
8421690,local_government_office,Chicago Englewood Clinic,1.694
8421690,grocery_or_supermarket,ALDI,1.148
8421690,gas_station,BP,1.377
8421690,convenience_store,Vincennes Food Mart,1.539
8421690,furniture_store,City Furniture,1.042
8421691,school,Marshall Metropolitan High School,1.631
8421691,school,Faraday Elementary School,1.561
8421691,doctor,Access At Bethany,1.204
8421691,school,Holy Family Ministry School,1.467
8421691,point_of_interest,Collins House,1.054
8421691,restaurant,Inspiration Kitchens,1.361
8421692,lodging,Urban Holiday Lofts Chicago Hostel,1.209
8421692,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.305
8421692,restaurant,Ramen Wasabi,0.147
8421692,department_store,Marshalls,1.574
8421692,cafe,The Wormhole Coffee,1.715
8421692,home_goods_store,JOANN Fabrics and Crafts,1.449
8421694,doctor,Dr. Gina Wehrmann MD,0.973
8421694,department_store,Target,1.840
8421694,doctor,Schreiber Gary J MD,1.004
8421694,doctor,Dr. Mary K. Hoffman MD,1.008
8421694,doctor,North Suburban Cardiology,1.004
8421694,doctor,Halstuk Kevin S MD,1.069
8421696,real_estate_agency,Realprop Inc.,1.228
8421696,hospital,Roseland Community Hospital,0.651
8421696,school,Fenger Academy High School,0.388
8421696,grocery_or_supermarket,Gallery Food,1.026
8421696,doctor,Morgan Park Foot Clinic,1.089
8421696,health,Fresenius Kidney Care Roseland,0.575
8421697,real_estate_agency,Realprop Inc.,0.533
8421697,school,Percy L. Julian High School,0.855
8421697,gas_station,BP,1.266
8421697,university,Southside Institute,0.309
8421697,school,Kohn School,1.661
8421697,school,Excel Academy of Roseland,1.403
8421701,school,Marshall Metropolitan High School,1.337
8421701,bank,BMO Harris Bank,1.217
8421701,hospital,RML Specialty Hospital,0.715
8421701,school,DRW College Prep,0.718
8421701,restaurant,Subway Restaurants,0.772
8421701,school,Bethune Elementary School,1.384
8421702,lodging,The Amber Inn,1.586
8421702,hospital,Provident Hospital of Cook County,1.037
8421702,point_of_interest,Harold Washington Cultural Center,0.510
8421702,school,Dawson Technical Institute,1.533
8421702,school,Beasley Academic Center,1.169
8421702,school,Phillips Academy High School,1.688
8421706,parking,Harbor Point,1.010
8421706,lodging,Fairfield Inn & Suites Chicago Downtown Magnificent Mile,0.191
8421706,lodging,Courtyard by Marriott Chicago Downtown Magnificent Mile,0.273
8421706,lodging,W Chicago - Lakeshore,0.355
8421706,lodging,InterContinental Chicago Magnificent Mile,0.414
8421706,lodging,The James Chicago - Magnificent Mile,0.505
8421707,lodging,The Drake a Hilton Hotel,0.033
8421707,spa,Four Seasons Hotel Chicago,0.156
8421707,lodging,The Whitehall Hotel,0.220
8421707,spa,Waldorf Astoria,0.339
8421707,lodging,Cambria Hotel Chicago Magnificent Mile,0.451
8421707,lodging,Warwick Allerton - Chicago,0.550
8421708,restaurant,Subway Restaurants,1.160
8421708,restaurant,Subway Restaurants,1.541
8421708,grocery_or_supermarket,ALDI,1.309
8421708,clothing_store,DTLR,1.380
8421708,doctor,Salgia Rakesh,1.487
8421708,point_of_interest,Mrs Dees Pleasure Zone,0.829
8421709,school,Marshall Metropolitan High School,0.589
8421709,post_office,United States Postal Service,1.111
8421709,point_of_interest,Johnnys IceHouse - West,0.907
8421709,park,Garfield Park Conservatory,1.721
8421709,lawyer,Shiller*Preyar Law Offices,0.549
8421709,point_of_interest,American Red Cross,1.569
8421711,bar,Honky Tonk BBQ,0.528
8421711,museum,National Museum of Mexican Art,0.919
8421711,doctor,Dr. Robert T. Rosman MD,1.740
8421711,hospital,University of Illinois Hospital & Health Sciences System,1.733
8421711,doctor,Orthopedics,1.731
8421711,point_of_interest,SCIO at the Medical District,1.743
8421713,department_store,Walmart Supercenter,0.944
8421713,hardware_store,The Home Depot,1.077
8421713,gym,Planet Fitness,0.435
8421713,car_repair,ABC Automotive & Electronics,0.815
8421713,convenience_store,Walgreens,1.694
8421713,restaurant,Subway Restaurants,1.597
8421714,hospital,West Suburban Hospital Medical Center,1.440
8421714,gym,Planet Fitness,1.520
8421714,school,Austin College and Career Academy,1.500
8421714,doctor,Lakeshore Gatroenterology,1.419
8421714,doctor,West Suburban Medical Center: Bernatowicz Amy E MD,1.419
8421714,school,Howe Elementary School,0.577
8421715,hospital,Holy Cross Hospital,1.661
8421715,convenience_store,Walgreens,1.154
8421715,doctor,Goldstein Rachel a Do - Holy Cross Hospital,1.661
8421715,dentist,DentalWorks Western Avenue,1.428
8421715,doctor,Dr. Catherine A Kallal M.D.,1.661
8421715,doctor,Holy Cross Hospital: Amin Sanjay J MD,1.661
8421716,hospital,West Suburban Hospital Medical Center,1.533
8421716,pharmacy,West Suburban Health Care,1.510
8421716,school,Austin College and Career Academy,1.701
8421716,doctor,Lakeshore Gatroenterology,1.511
8421716,doctor,West Suburban Medical Center: Bernatowicz Amy E MD,1.511
8421716,school,Howe Elementary School,0.783
8421717,parking,Harbor Point,1.678
8421717,lodging,Best Western River North Hotel,0.215
8421717,lodging,Holiday Inn Express Chicago - Magnificent Mile,0.371
8421717,lodging,Hampton Inn & Suites Chicago-Downtown,0.416
8421717,lodging,Kimpton Hotel Palomar Chicago,0.494
8421717,lodging,Courtyard by Marriott Chicago Downtown River North,0.528
8421718,parking,Harbor Point,1.408
8421718,lodging,HI Chicago Hostel,0.296
8421718,point_of_interest,The Buckingham Athletic Club,0.380
8421718,lodging,Silversmith Hotel Chicago Downtown,0.516
8421718,lodging,La Quinta Inn & Suites Chicago Downtown,0.656
8421718,bar,Holiday Inn & Suites Chicago-Downtown,0.938
8421730,lodging,Hotel Felix,0.482
8421730,spa,Spa at Dana,0.751
8421730,lodging,Holiday Inn Express Chicago - Magnificent Mile,0.870
8421730,lodging,ACME Hotel Company,0.897
8421730,lodging,SpringHill Suites by Marriott Chicago Downtown River North,0.921
8421730,lodging,The Tremont Chicago Hotel,0.995
8421731,lodging,Hotel Felix,0.241
8421731,spa,Waldorf Astoria,0.408
8421731,lodging,The Peninsula Chicago,0.431
8421731,lodging,The Whitehall Hotel,0.457
8421731,lodging,Best Western River North Hotel,0.525
8421731,lodging,Warwick Allerton - Chicago,0.564
8421733,parking,Harbor Point,1.066
8421733,lodging,The Alise Chicago - A Staypineapple Hotel,0.268
8421733,lodging,JW Marriott Chicago,0.534
8421733,lodging,Renaissance Chicago Downtown Hotel,0.614
8421733,lodging,Hotel Blake an Ascend Hotel Collection Member,0.653
8421733,spa,Fairmont Chicago Millennium Park,0.759
8421735,point_of_interest,Hawthorne Works,1.434
8421735,restaurant,Pizza Nova,1.715
8421735,school,KIPP Ascend Middle School,0.463
8421735,local_government_office,Social Security Administration,1.207
8421735,point_of_interest,Hope House of Chicago,1.353
8421735,church,Lawndale Community Church,0.863
8421736,point_of_interest,Hawthorne Works,1.473
8421736,convenience_store,Walgreens,1.542
8421736,storage,Public Storage,1.145
8421736,local_government_office,Social Security Administration,1.471
8421736,hardware_store,Menards,1.694
8421736,point_of_interest,Hope House of Chicago,1.396
8421739,meal_takeaway,Home Run Inn,0.227
8421739,school,Infinity Math Science & Technology High School,0.265
8421739,pharmacy,Sams Club Pharmacy,0.849
8421739,car_repair,Sams Club Tire & Battery,0.848
8421739,point_of_interest,Hawthorne Race Course,1.756
8421739,school,Little Village Lawndale High School,0.277
8421741,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.391
8421741,restaurant,Ramen Wasabi,1.378
8421741,movie_theater,The Logan Theatre,0.462
8421741,restaurant,Fat Rice,0.547
8421741,bar,The Rocking Horse,0.025
8421741,point_of_interest,Concord Music Hall,1.524
8421743,parking,Harbor Point,1.453
8421743,lodging,W Chicago - City Center,0.158
8421743,point_of_interest,The Buckingham Athletic Club,0.443
8421743,lodging,Hotel Blake an Ascend Hotel Collection Member,0.494
8421743,lodging,Travelodge by Wyndham Downtown Chicago,0.747
8421743,lodging,The Blackstone Autograph Collection,0.873
8421744,lodging,Urban Holiday Lofts Chicago Hostel,1.061
8421744,restaurant,Ramen Wasabi,0.775
8421744,hardware_store,The Home Depot,1.716
8421744,bar,Lotties Pub,1.273
8421744,bar,Piece Brewery,1.251
8421744,point_of_interest,Concord Music Hall,0.685
8421745,premise,United Center,1.706
8421745,school,Marshall Metropolitan High School,1.030
8421745,point_of_interest,Najwa Dance Corps,1.753
8421745,florist,City Enchanted Gardens Florist,1.548
8421745,doctor,Agarwal Ghanshyam MD,1.839
8421745,library,Malcolm X College Library,1.653
8421746,school,Gage Park High School,0.597
8421746,car_repair,Pep Boys Auto Parts & Service,0.676
8421746,car_repair,Metro Ford Sales and Service,1.301
8421746,bank,Citibank,1.203
8421746,doctor,Goldstein Rachel a Do - Holy Cross Hospital,1.822
8421746,hair_care,Lys African Hair Braiding,0.942
8421747,point_of_interest,Aragon Ballroom,0.629
8421747,night_club,The Green Mill,0.499
8421747,point_of_interest,LILLSTREET Art Center,0.914
8421747,bar,Lady Gregorys Irish Bar & Restaurant,1.393
8421747,bar,Rockit Burger Bar,1.909
8421747,department_store,Target,0.675
8421755,school,Gage Park High School,0.602
8421755,furniture_store,Cubicle Concepts: Office Furniture Store,1.446
8421755,store,Baskin-Robbins,1.553
8421755,restaurant,Chuck E. Cheeses,1.590
8421755,grocery_or_supermarket,ALDI,1.446
8421755,point_of_interest,Central Steel & Wire Co,1.360
8421757,point_of_interest,The Urban Canopy,1.375
8421757,hardware_store,The Home Depot,1.462
8421757,grocery_or_supermarket,ALDI,1.136
8421757,school,Gage Park High School,1.891
8421757,store,For Your Consciousness,0.154
8421757,school,Saint John School,1.202
8421764,school,Marshall Metropolitan High School,1.631
8421764,school,Faraday Elementary School,1.561
8421764,doctor,Access At Bethany,1.204
8421764,school,Holy Family Ministry School,1.467
8421764,point_of_interest,Collins House,1.054
8421764,restaurant,Inspiration Kitchens,1.361
8421765,lodging,Holiday Jones Chicago Hostel,1.480
8421765,furniture_store,Salvage One,0.523
8421765,bar,Bottom Lounge,1.632
8421765,restaurant,Carbon,1.024
8421765,point_of_interest,Chicago Bulls,1.313
8421765,bar,Billy Goat Tavern,1.609
8421769,school,Curie Metropolitan High School,1.236
8421769,food,Greater Chicago Food Depository,0.550
8421769,car_repair,Midway Dodge,0.752
8421769,school,Chicago Mennonite Learning Center,1.298
8421769,gym,Planet Fitness,0.351
8421769,clothing_store,Discovery Clothing,1.550
8421772,lodging,Holiday Jones Chicago Hostel,1.181
8421772,furniture_store,Salvage One,0.377
8421772,bar,Bottom Lounge,1.423
8421772,meal_delivery,Yu Choy Chinese Restaurant,1.299
8421772,bar,Standard Bar and Grill,1.454
8421772,grocery_or_supermarket,Jewel-Osco,1.560
8421777,university,Kennedy-King College,1.304
8421777,real_estate_agency,Stewart Business Center,1.308
8421777,health,CommunityHealth,1.438
8421777,church,Back to God Christian Reformed Church,1.149
8421777,grocery_or_supermarket,ALDI,1.703
8421777,point_of_interest,U-Haul Neighborhood Dealer,1.585
8421778,parking,Harbor Point,1.208
8421778,lodging,SpringHill Suites by Marriott Chicago Downtown River North,0.107
8421778,lodging,Courtyard by Marriott Chicago Downtown River North,0.158
8421778,lodging,Kimpton Hotel Palomar Chicago,0.252
8421778,lodging,The River Hotel,0.333
8421778,lodging,ACME Hotel Company,0.361
8421783,hospital,West Suburban Hospital Medical Center,1.600
8421783,pharmacy,West Suburban Health Care,1.555
8421783,school,Chicago Jesuit Academy,1.047
8421783,doctor,Dr. Deenadayal Gaddam MD,1.489
8421783,doctor,Dr. Guriqbal S. Nandra MD,1.483
8421783,doctor,West Suburban Med Center: Slasuraitis Andrea N MD,1.591
8421788,hospital,Norwegian American Hospital,1.663
8421788,school,Westinghouse College Prep High School,1.462
8421788,hardware_store,Menards,1.819
8421788,bakery,Dunkin Donuts,1.117
8421788,school,Orr Academy High School,0.822
8421788,school,Polaris Charter Academy,1.195
8421789,hospital,Mount Sinai Hospital,1.372
8421789,restaurant,EL ideas,1.689
8421789,school,Crane Technical Prep High School,1.843
8421789,school,Faraday Elementary School,1.062
8421789,point_of_interest,Cinespace Chicago Film Studios,1.612
8421789,restaurant,KFC,1.530
8421805,school,KIPP Ascend Middle School,1.037
8421805,hospital,RML Specialty Hospital,1.452
8421805,doctor,Access At Bethany,1.452
8421805,school,DRW College Prep,1.324
8421805,grocery_or_supermarket,Parkway Foods,1.107
8421805,lodging,Shamrock Motel,1.584
8421819,school,Thomas Kelly High School,0.304
8421819,park,McKinley Park,1.131
8421819,gym,Sam Colonna Boxing MMA and Fitness,1.254
8421819,point_of_interest,Lighthouse Banquet,1.254
8421819,general_contractor,New Era Windows Cooperative,1.244
8421819,furniture_store,Villegas Furniture,1.254
8421824,restaurant,Parrot Cage Restaurant,0.967
8421824,university,Muhammad University of Islam,1.784
